allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand_orientation,genbank_cds_start,genbank_cds_stop,pubmed_reference,blacklisted_taxa,db_version,enhanced_subclass,to_check
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_018893623.1,NG_052532.1,Yes,,KB898222.1,-,431332,431814,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_026328431.1,NG_052533.1,Yes,,KB905816.1,-,692653,693135,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_019655053.1,NG_052534.1,Yes,,KB907453.1,+,470516,471070,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_038879528.1,NG_052292.1,Yes,,KE375664.1,-,119655,120095,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846259.1,NG_052300.1,No,AGY30798.1,KF525275.1,+,123,638,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846260.1,NG_052301.1,No,AGY30800.1,KF525276.1,+,112,666,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846204.1,NG_052175.1,No,AHN60086.1,KJ138219.1,+,999,1553,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047467383.1,NG_052425.1,Yes,,KN549149.1,-,446038,446520,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_046502149.1,NG_052464.1,Yes,,LATD01000220.1,+,54422,54895,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047139664.1,NG_052469.1,No,KLJ03806.1,LAYX01000007.1,+,141186,141668,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_046897272.1,NG_052467.1,No,KKZ18771.1,LCWI01000005.1,-,129940,130380,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047026538.1,NG_052468.1,No,KLE36360.1,LDEG01000018.1,+,2792,3232,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_053518652.1,NG_052204.1,No,KOQ68998.1,LDVR01000042.1,-,26566,27033,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_048234935.1,NG_052472.1,No,KLX11493.1,LETV01000019.1,-,133123,133563,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_048325528.1,NG_052187.1,No,KMJ12223.1,LFBS01000007.1,+,539297,539737,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049443010.1,NG_052189.1,No,KMU66930.1,LFKU01000005.1,+,90681,91148,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_030403494.1,NG_052205.1,No,KOU01101.1,LGCX01000149.1,+,54578,55051,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_053638058.1,NG_052206.1,No,KOX34026.1,LGEF01000079.1,+,54511,54984,,,2020-01-22.1,Aminoglycosides,no
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049031504.1,NG_052221.1,No,KVS21672.1,LPCS01000005.1,+,67168,67722,,,2020-01-22.1,Aminoglycosides,no
aac(6')-32,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-32,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_032491968.1,NG_047266.1,No,ABR10839.1,EF614235.1,+,2247,2801,,,2020-01-22.1,Aminoglycosides,no
aac(6')-33,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-33,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_015059044.1,NG_047267.1,No,ACT99625.1,GQ337064.1,+,1203,1757,,,2020-01-22.1,Aminoglycosides,no
aac(6')-I30,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-I30,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063840274.1,NG_047268.1,No,AAP43642.1,AY289608.1,+,1524,2078,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Iae,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iae,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_003159545.1,NG_047277.1,No,BAD14386.1,AB104852.1,+,1935,2486,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Iaf,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaf,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063840278.1,NG_047278.1,No,BAH66386.1,AB462903.1,+,1200,1751,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Iai,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iai,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063840279.1,NG_047279.1,No,ACI28880.1,EU886977.1,+,544,1110,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Iaj,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaj,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_069174568.1,NG_051491.1,No,BAM46120.1,AB709942.1,+,1195,1749,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Ial,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-Ial,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016930164.1,NG_047281.1,No,BAO05514.1,AB871481.1,+,10,450,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Ic,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-Ic,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033649026.1,NG_047294.1,No,AAA26549.1,M94066.1,+,1554,1994,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Isa,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-Isa,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016575755.1,NG_047311.1,No,BAD10948.2,AB116646.1,+,430,903,,,2020-01-22.1,Aminoglycosides,no
aacA16,aac(6'),,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_001109644.1,NG_052380.1,No,ADX02779.1,CP001921.1,+,1247288,1247839,,,2020-01-22.1,Aminoglycosides,no
aacA47,aac(6'),,aminoglycoside 6'-N-acetyltransferase AacA47,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_041550454.1,NG_052259.1,Yes,,CP003601.1,+,208532,209086,,,2020-01-22.1,Aminoglycosides,no
aacA56,aac(6'),,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_045890872.1,NG_051492.1,No,AIT97187.1,KM201605.1,+,603,1154,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-29,,aminoglycoside 6'-N-acetyltransferase AAC(6')-29,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_039110076.1,NG_052220.1,No,KVJ93461.1,LRJS01000061.1,-,4233,4640,,,2020-01-22.1,Aminoglycosides,no
aac(6')-29a,aac(6')-29,,aminoglycoside N-acetyltransferase AAC(6')-29a,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_064190968.1,NG_048575.1,Yes,,AF263519.1,+,1397,1798,,,2020-01-22.1,Aminoglycosides,no
aac(6')-29b,aac(6')-29,,aminoglycoside N-acetyltransferase AAC(6')-29b,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_064190969.1,NG_048576.1,Yes,,AF263519.1,+,2919,3320,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-30,,aminoglycoside 6'-N-acetyltransferase AAC(6')-30,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_051645529.1,NG_051559.1,No,KDF29949.1,JMUP01000027.1,-,16228,16668,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-31,,aminoglycoside N-acetyltransferase AAC(6')-31,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_044424439.1,NG_047265.1,No,CAK55563.1,AM283490.1,+,2415,2969,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-31,,aminoglycoside N-acetyltransferase AAC(6')-31,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_054914207.1,NG_052210.1,Yes,,BCBD01000273.1,+,1651,2205,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-31,,aminoglycoside N-acetyltransferase AAC(6')-31,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_058124867.1,NG_052214.1,No,ALO40181.1,CP013119.1,-,4210133,4210687,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-35,,aminoglycoside 6'-N-acetyltransferase AAC(6')-35,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,WP_087349651.1,NG_063816.1,No,ATL63228.1,KY753879.1,+,1,540,,,2020-01-22.1,Kanamycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_008940904.1,NG_052523.1,No,EEH69174.1,ABYN01000078.1,+,17693,18130,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_017395772.1,NG_052255.1,Yes,,AMJB01000211.1,+,19288,19725,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_009510932.1,NG_052258.1,No,EKU56564.1,AMZS01000035.1,+,216787,217227,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_004670361.1,NG_052394.1,No,ENU30617.1,APOK01000028.1,+,70466,70903,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_004770322.1,NG_052395.1,No,ENU94191.1,APPC01000001.1,-,99623,100063,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_004801433.1,NG_052396.1,No,ENV11327.1,APPH01000003.1,-,15393,15833,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005062866.1,NG_052397.1,No,ENW03190.1,APQL01000012.1,-,103335,103772,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005091170.1,NG_052398.1,No,ENW19086.1,APQR01000012.1,-,358378,358815,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005145021.1,NG_052399.1,No,ENW78703.1,APRH01000028.1,+,124350,124790,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005184197.1,NG_052401.1,No,ENW95138.1,APRL01000003.1,-,104589,105029,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005197871.1,NG_052400.1,No,ENW94573.1,APRM01000012.1,-,97826,98263,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005202238.1,NG_052529.1,No,ENX58828.1,APRN01000035.1,+,175354,175794,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005243483.1,NG_052525.1,No,ENX12286.1,APRT01000022.1,-,118507,118947,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005259042.1,NG_052526.1,No,ENX20722.1,APRW01000012.1,-,99339,99779,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005269797.1,NG_052527.1,No,ENX36275.1,APRZ01000006.1,+,105039,105479,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005288246.1,NG_052528.1,No,ENX36670.1,APSA01000010.1,-,95845,96285,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_016162901.1,NG_052166.1,No,EOR09207.1,AQFL01000007.1,+,56661,57101,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_032874497.1,NG_052457.1,No,EXB26010.1,JEWN01000004.1,-,98558,98998,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_032870384.1,NG_052458.1,No,EXB46212.1,JEWS01000006.1,+,145408,145848,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_047426753.1,NG_052421.1,No,KHF78826.1,JSZD01000004.1,+,137925,138365,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_032880374.1,NG_052531.1,Yes,,KB850109.1,-,2368511,2368951,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,AAC(6')-Ighjkrstuvwx family aminoglycoside N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_071846216.1,NG_052216.1,No,ALS88215.1,KT778788.1,+,151,591,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002289795.1,NG_052371.1,No,EAN08580.1,AAAK03000130.1,+,1064,1612,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002293569.1,NG_052275.1,No,EFF36162.1,ABQA01000128.1,+,7329,7877,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002293989.1,NG_052140.1,No,EEI59381.1,ACHL01000139.1,-,31,579,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_019722502.1,NG_052504.1,Yes,,AFWZ01000007.1,-,23326,23868,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002328174.1,NG_052260.1,No,ELA64846.1,AHWN01000015.1,+,216353,216901,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002339746.1,NG_052261.1,No,ELB23361.1,AHXK01000039.1,+,11305,11853,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016172918.1,NG_052169.1,No,EOT40837.1,AHYR01000006.1,-,113203,113760,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016177698.1,NG_052168.1,No,EOT29546.1,AHYU01000052.1,+,34229,34780,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010723742.1,NG_052161.1,No,EOH47286.1,AITZ01000012.1,+,145020,145568,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010727362.1,NG_052159.1,No,EOG05128.1,AIUW01000009.1,+,205192,205740,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010728104.1,NG_052160.1,No,EOG13098.1,AIVB01000005.1,+,11553,12101,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010736157.1,NG_052162.1,No,EOH60829.1,AJAH01000025.1,-,270875,271417,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010750427.1,NG_052164.1,No,EOH92539.1,AJAN01000013.1,+,31119,31661,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010752789.1,NG_052163.1,No,EOH90388.1,AJAP01000004.1,+,73451,74014,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010768325.1,NG_052165.1,No,EOL44032.1,AJAT01000014.1,+,73253,73816,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_002373947.1,NG_052285.1,No,EJY45308.1,AMBL01000051.1,-,79,627,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_023519215.1,NG_052446.1,No,BAO06172.1,AP013036.1,+,652483,653025,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016628216.1,NG_052290.1,No,EPI08854.1,ATIS01000069.1,+,7477,8025,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_024635824.1,NG_052447.1,No,KEI48560.1,AWWN01000104.1,-,71128,71676,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010737153.1,NG_052281.1,No,AFM70383.1,CP003504.1,+,1433330,1433878,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_048603867.1,NG_052188.1,Yes,,CVRN01000006.1,+,174330,174881,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_034688908.1,NG_052177.1,No,EYT95687.1,JDFT01000009.1,-,55658,56200,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_034700626.1,NG_052337.1,No,KDR91621.1,JMIG01000016.1,-,81443,81991,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_034860925.1,NG_052291.1,Yes,,KE351596.1,-,82508,83056,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846353.1,NG_052465.1,No,KKJ73856.1,LBIL01000048.1,+,1529,2077,,,2020-01-22.1,Aminoglycosides,no
,aac(6')-I,,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_053766315.1,NG_052207.1,Yes,,LGAO01000043.1,+,135638,136186,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Ig,aac(6')-I,,aminoglycoside N-acetyltransferase AAC(6')-Ig,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_005081764.1,NG_047296.1,No,AAA21889.1,L09246.1,+,544,981,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
aac(6')-Ih,aac(6')-I,,aminoglycoside N-acetyltransferase AAC(6')-Ih,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_016541245.1,NG_047297.1,No,AAC41391.1,L29044.1,+,352,792,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
aac(6')-Ii,aac(6')-I,,aminoglycoside N-acetyltransferase AAC(6')-Ii,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_008265821.1,NG_047298.1,No,AAB63533.1,L12710.1,+,169,717,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Iid,aac(6')-I,,aminoglycoside N-acetyltransferase AAC(6')-Iid,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_010720790.1,NG_047299.1,No,CAE50925.1,AJ584700.2,+,34,582,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Iih,aac(6')-I,,aminoglycoside N-acetyltransferase AAC(6')-Iih,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_005880220.1,NG_047300.1,No,CAE50926.1,AJ584701.2,+,11,562,,,2020-01-22.1,Aminoglycosides,no
aac(6')-Ij,aac(6')-I,,aminoglycoside N-acetyltransferase AAC(6')-Ij,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_016651650.1,NG_047301.1,No,AAC41392.1,L29045.1,+,260,700,,,2020-01-22.1,Amikacin/Kanamycin/Tobramycin,no
