allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class_new,subclass_new,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,mut_acc,key,enhanced_class,enhanced_subclass,Status,Previous_class,Previous_subclass,NS Changes,NS comments
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_046930149.1,NG_054689.1,No,AJT69959.1,CP007699.2,-,9059183,9059656,+,101,574,,,,aac(6')_Strep,2026-03-24.1,__NG_054689.1,WP_046930149.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047729810.1,NG_052471.1,No,AKL42171.1,CP011642.1,-,3247308,3247748,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052471.1,WP_047729810.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_060706838.1,NG_052209.1,No,ALE97986.1,CP012685.1,+,3875228,3875668,+,101,541,26798087,,,aac(6')_Serra,2026-03-24.1,__NG_052209.1,WP_060706838.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_060560340.1,NG_054690.1,No,ALL39971.1,CP013046.2,+,4807464,4807904,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_054690.1,WP_060560340.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047570454.1,NG_052420.1,No,AUU10860.1,CP026050.1,-,3691825,3692265,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052420.1,WP_047570454.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_023417224.1,NG_148590.1,No,ESP99889.1,CP106650.1,-,2183753,2184235,+,101,583,,,,aacA-STR-13,2026-03-24.1,__NG_148590.1,WP_023417224.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049646085.1,NG_052198.1,No,CNE19069.1,CPYJ01000001.1,-,698494,698940,+,101,547,,,,aac(6')_Yersi,2026-03-24.1,__NG_052198.1,WP_049646085.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049677835.1,NG_052199.1,No,CNH39072.1,CQBM01000001.1,+,332281,332727,+,101,547,,,,aac(6')_Yersi,2026-03-24.1,__NG_052199.1,WP_049677835.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_050141558.1,NG_052200.1,No,CNK13080.1,CQDZ01000001.1,-,141891,142322,+,101,532,,,,aac(6')_Yersi,2026-03-24.1,__NG_052200.1,WP_050141558.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_050537864.1,NG_052201.1,No,CQH02469.1,CTIO01000003.1,+,108841,109281,+,101,541,,,,aac(6')_Yersi,2026-03-24.1,__NG_052201.1,WP_050537864.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_003950682.1,NG_052138.1,No,EFE83821.1,DS999645.1,+,4871890,4872372,+,101,583,,,,aacA-STR-13,2026-03-24.1,__NG_052138.1,WP_003950682.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_009067544.1,NG_052139.1,No,EFL01423.1,GG657742.1,+,3985456,3985953,+,101,598,,,,aac(6')_Strep,2026-03-24.1,__NG_052139.1,WP_009067544.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_025304332.1,NG_052448.1,No,CDG14101.1,HG326223.1,+,3763302,3763742,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052448.1,WP_025304332.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033644545.1,NG_052450.1,No,ETX42903.1,JAPC01000008.1,-,132125,132565,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052450.1,WP_033644545.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033636082.1,NG_052451.1,No,ETX44633.1,JAPD01000005.1,+,274590,275030,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052451.1,WP_033636082.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033651281.1,NG_052178.1,No,EZQ63051.1,JJMZ01000006.1,-,219059,219499,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052178.1,WP_033651281.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033639326.1,NG_052346.1,No,KFD15114.1,JMPQ01000033.1,-,222939,223379,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052346.1,WP_033639326.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033268654.1,NG_052341.1,Yes,,JNZA01000018.1,-,26532,27005,+,101,574,,,,aac(6')_Strep,2026-03-24.1,__NG_052341.1,WP_033268654.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_031084431.1,NG_052342.1,Yes,,JOGT01000014.1,+,54472,54945,+,101,574,,,,aacA-STR-7,2026-03-24.1,__NG_052342.1,WP_031084431.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_030695745.1,NG_054655.1,Yes,,JOGU01000006.1,-,88072,88554,+,101,583,,,,aacA-STR-13,2026-03-24.1,__NG_054655.1,WP_030695745.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033654785.1,NG_052345.1,No,KFB54973.1,JPOB01000020.1,+,2497,2937,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052345.1,WP_033654785.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033632034.1,NG_052347.1,No,KFF87932.1,JPUX01000001.1,-,1601527,1601967,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052347.1,WP_033632034.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_046687856.1,NG_052466.1,No,KKO56015.1,JSFB01000001.1,+,3461659,3462099,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052466.1,WP_046687856.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846333.1,NG_052419.1,No,PNO64647.1,JTBC02000011.1,+,486877,487317,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052419.1,WP_071846333.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846334.1,NG_052423.1,Yes,,JTVI01000034.1,+,5697,6251,+,101,655,,,,aac(6')-set_A,2026-03-24.1,__NG_052423.1,WP_071846334.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049198488.1,NG_052195.1,Yes,,JUOM01000037.1,+,99017,99457,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052195.1,WP_049198488.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049241494.1,NG_052196.1,Yes,,JVCS01000042.1,-,221169,221609,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052196.1,WP_049241494.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049208356.1,NG_052194.1,Yes,,JVIF01000032.1,-,234917,235357,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052194.1,WP_049208356.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049189080.1,NG_052193.1,Yes,,JVNH01000105.1,+,166896,167336,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052193.1,WP_049189080.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049204401.1,NG_052192.1,Yes,,JVXJ01000057.1,-,237191,237631,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052192.1,WP_049204401.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049212943.1,NG_052191.1,Yes,,JVYI01000082.1,+,72671,73111,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052191.1,WP_049212943.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049270433.1,NG_052190.1,Yes,,JWBL01000029.1,-,10983,11423,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052190.1,WP_049270433.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_039569351.1,NG_052427.1,No,KHO40870.1,JWLO01000007.1,+,59993,60433,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052427.1,WP_039569351.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846352.1,NG_052459.1,No,KIX79344.1,JXOM01000108.1,+,4265,4747,+,101,583,,,,aacA-STR-13,2026-03-24.1,__NG_052459.1,WP_071846352.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_043911783.1,NG_052429.1,No,KIQ65506.1,JXZB01000002.1,+,2083496,2083969,+,101,574,,,,aac(6')_Strep,2026-03-24.1,__NG_052429.1,WP_043911783.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_026328431.1,NG_052533.1,Yes,,KB905816.1,-,692653,693135,+,101,583,,,,aacA-STR-10,2026-03-24.1,__NG_052533.1,WP_026328431.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_019655053.1,NG_052534.1,Yes,,KB907453.1,+,470516,471070,+,101,655,,,,aac(6')-set_A,2026-03-24.1,__NG_052534.1,WP_019655053.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_038879528.1,NG_052292.1,Yes,,KE375664.1,-,119655,120095,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052292.1,WP_038879528.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846259.1,NG_052300.1,No,AGY30798.1,KF525275.1,+,123,638,+,101,616,,,,aac(6')-set_A,2026-03-24.1,__NG_052300.1,WP_071846259.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846260.1,NG_052301.1,No,AGY30800.1,KF525276.1,+,112,666,+,101,655,,,,aac(6')-set_A,2026-03-24.1,__NG_052301.1,WP_071846260.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_071846204.1,NG_052175.1,No,AHN60086.1,KJ138219.1,+,999,1553,+,101,655,,,,aac(6')-set_A,2026-03-24.1,__NG_052175.1,WP_071846204.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047467383.1,NG_052425.1,Yes,,KN549149.1,-,446038,446520,+,101,583,,,,aacA-STR-13,2026-03-24.1,__NG_052425.1,WP_047467383.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_046502149.1,NG_052464.1,Yes,,LATD01000220.1,+,54422,54895,+,101,574,,,,aac(6')_Strep,2026-03-24.1,__NG_052464.1,WP_046502149.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047139664.1,NG_052469.1,No,KLJ03806.1,LAYX01000007.1,+,141186,141668,+,101,583,,,,aacA-STR-13,2026-03-24.1,__NG_052469.1,WP_047139664.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_046897272.1,NG_052467.1,No,KKZ18771.1,LCWI01000005.1,-,129940,130380,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052467.1,WP_046897272.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_047026538.1,NG_052468.1,No,KLE36360.1,LDEG01000018.1,+,2792,3232,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052468.1,WP_047026538.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_053518652.1,NG_052204.1,No,KOQ68998.1,LDVR01000042.1,-,26566,27033,+,101,568,,,,aac(6')_Steno,2026-03-24.1,__NG_052204.1,WP_053518652.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_048234935.1,NG_052472.1,No,KLX11493.1,LETV01000019.1,-,133123,133563,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052472.1,WP_048234935.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_048325528.1,NG_052187.1,No,KMJ12223.1,LFBS01000007.1,+,539297,539737,+,101,541,,,,aac(6')_Serra,2026-03-24.1,__NG_052187.1,WP_048325528.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049443010.1,NG_052189.1,No,KMU66930.1,LFKU01000005.1,+,90681,91148,+,101,568,26966198,,,aac(6')_Steno,2026-03-24.1,__NG_052189.1,WP_049443010.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_030403494.1,NG_052205.1,No,KOU01101.1,LGCX01000149.1,+,54578,55051,+,101,574,,,,aacA-STR-7,2026-03-24.1,__NG_052205.1,WP_030403494.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_053638058.1,NG_052206.1,No,KOX34026.1,LGEF01000079.1,+,54511,54984,+,101,574,,,,aacA-STR-7,2026-03-24.1,__NG_052206.1,WP_053638058.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6'),,aminoglycoside 6'-N-acetyltransferase,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_049031504.1,NG_052221.1,No,KVS21672.1,LPCS01000005.1,+,67168,67722,+,101,655,,,,aac(6')-set_A,2026-03-24.1,__NG_052221.1,WP_049031504.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-32,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-32,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_032491968.1,NG_047266.1,No,ABR10839.1,EF614235.1,+,2247,2801,+,101,655,17938181,,,aac(6')-32,2026-03-24.1,aac(6')-32__NG_047266.1,WP_032491968.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-33,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-33,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_015059044.1,NG_047267.1,No,ACT99625.1,GQ337064.1,+,1203,1757,+,101,655,19738007,,,aac(6')-33,2026-03-24.1,aac(6')-33__NG_047267.1,WP_015059044.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-I30,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-I30,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063840274.1,NG_047268.1,No,AAP43642.1,AY289608.1,+,1524,2078,+,101,655,15231768,,,aac(6')-I30,2026-03-24.1,aac(6')-I30__NG_047268.1,WP_063840274.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Iaa,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaa,non-reported,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_000354865.1,,No,AAL20537.1,AE006468.2,+,1707352,1707789,,,,,,,aac(6')-Iaa,2026-03-24.1,aac(6')-Iaa__,WP_000354865.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Iae,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iae,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_003159545.1,NG_047277.1,No,BAD14386.1,AB104852.1,+,1935,2486,+,101,652,16127047,,,aac(6')-Iae,2026-03-24.1,aac(6')-Iae__NG_047277.1,WP_003159545.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Iaf,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaf,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063840278.1,NG_047278.1,No,BAH66386.1,AB462903.1,+,1200,1751,+,101,652,19349516,,,aac(6')-Iaf,2026-03-24.1,aac(6')-Iaf__NG_047278.1,WP_063840278.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Iai,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iai,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_063840279.1,NG_047279.1,No,ACI28880.1,EU886977.1,+,544,1110,+,101,667,,,,aac(6')-Iai,2026-03-24.1,aac(6')-Iai__NG_047279.1,WP_063840279.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Iaj,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iaj,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_069174568.1,NG_051491.1,No,BAM46120.1,AB709942.1,+,1195,1749,+,101,655,23070167,,,aac(6')-Iaj,2026-03-24.1,aac(6')-Iaj__NG_051491.1,WP_069174568.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Ial,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-Ial,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016930164.1,NG_047281.1,No,BAO05514.1,AB871481.1,+,10,450,+,10,450,,,,aac(6')-Ial,2026-03-24.1,aac(6')-Ial__NG_047281.1,WP_016930164.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Ic,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-Ic,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_033649026.1,NG_047294.1,No,AAA26549.1,M94066.1,+,1554,1994,+,101,541,1354954,,,aac(6')-Ic,2026-03-24.1,aac(6')-Ic__NG_047294.1,WP_033649026.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Isa,aac(6'),,aminoglycoside N-acetyltransferase AAC(6')-Isa,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_016575755.1,NG_047311.1,No,BAD10948.2,AB116646.1,+,430,903,+,101,574,15625322,,,aac(6')-Isa,2026-03-24.1,aac(6')-Isa__NG_047311.1,WP_016575755.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-Iy,aac(6'),,aminoglycoside 6'-N-acetyltransferase AAC(6')-Iy,non-reported,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_000354853.1,,No,AAF03531.1,AF144880.1,+,3542,3979,,,,10542165,,,aac(6')-Iy,2026-03-24.1,aac(6')-Iy__,WP_000354853.1,Aminoglycoside,Aminoglycoside,existing,,,,
aacA16,aac(6'),,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA16,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_001109644.1,NG_052380.1,No,ADX02779.1,CP001921.1,+,1247288,1247839,+,101,652,,,,aacA16,2026-03-24.1,aacA16__NG_052380.1,WP_001109644.1,Aminoglycoside,Aminoglycoside,existing,,,,
aacA47,aac(6'),,aminoglycoside 6'-N-acetyltransferase AacA47,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_041550454.1,NG_052259.1,Yes,,CP003601.1,+,208532,209086,+,101,655,,,,aacA47,2026-03-24.1,aacA47__NG_052259.1,WP_041550454.1,Aminoglycoside,Aminoglycoside,existing,,,,
aacA56,aac(6'),,AAC(6')-Ia family aminoglycoside 6'-N-acetyltransferase AacA56,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_045890872.1,NG_051492.1,No,AIT97187.1,KM201605.1,+,603,1154,+,101,652,37537271,,,aacA56,2026-03-24.1,aacA56__NG_051492.1,WP_045890872.1,Aminoglycoside,Amikacin/Kanamycin/Tobramycin,existing,,,,
,aac(6')-29,,aminoglycoside 6'-N-acetyltransferase AAC(6')-29,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_039110076.1,NG_052220.1,No,KVJ93461.1,LRJS01000061.1,-,4233,4640,+,101,508,,,,aac(6')-29,2026-03-24.1,__NG_052220.1,WP_039110076.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-29a,aac(6')-29,,aminoglycoside N-acetyltransferase AAC(6')-29a,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_064190968.1,NG_048575.1,Yes,,AF263519.1,+,1397,1798,+,101,502,11158753,,,aac(6')-29a,2026-03-24.1,aac(6')-29a__NG_048575.1,WP_064190968.1,Aminoglycoside,Aminoglycoside,existing,,,,
aac(6')-29b,aac(6')-29,,aminoglycoside N-acetyltransferase AAC(6')-29b,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_064190969.1,NG_048576.1,Yes,,AF263519.1,+,2919,3320,+,101,502,11158753,,,aac(6')-29b,2026-03-24.1,aac(6')-29b__NG_048576.1,WP_064190969.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6')-30,,aminoglycoside 6'-N-acetyltransferase AAC(6')-30,core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE,WP_051645529.1,NG_051559.1,No,KDF29949.1,JMUP01000027.1,-,16228,16668,+,101,541,,,,aac(6')-30,2026-03-24.1,__NG_051559.1,WP_051645529.1,Aminoglycoside,Aminoglycoside,existing,,,,
,aac(6')-30/aac(6')-Ib',,bifunctional aminoglycoside N-acetyltransferase AAC(6')-30/aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,AMINOGLYCOSIDE/GENTAMICIN,WP_063838853.1,NG_047213.1,No,CAE48335.2,AJ584652.2,+,1927,2913,+,101,1087,15561846,,,"aac(6')-30,aac(6')-Ib'",2026-03-24.1,__NG_047213.1,WP_063838853.1,Aminoglycoside,Aminoglycoside/Gentamicin,existing,,,,
